DistrictName,Cropname,Year,Production,Area,Yield,Rainfall
Kathmandu,Paddy,2011,46080,8000,5760,2195.5
Kavre,Paddy,2011,31512,10100,3120,2186.5
Khotang,Paddy,2011,31924.2,15202,2100,1777.1
Lalitpur,Paddy,2011,26676,4600,5799,2222.6
Lamjung,Paddy,2011,40437,15553,2600,2158.2
Mahottari,Paddy,2011,97373,34776,2800,1647.2
Makwanpur,Paddy,2011,37552,11110,3380,2068.1
Manang,Paddy,2011,0,0,0,1688.7
Morang,Paddy,2011,277610,78200,3550,2149.4
Mugu,Paddy,2011,2556,1294,1975,1372
Mustang,Paddy,2011,0,0,0,1145.2
Myagdi,Paddy,2011,11486,3895,2949,1988.2
Nawalparasi,Paddy,2011,191337,44890,4262,1878.4
Nuwakot,Paddy,2011,56453,14625,3860,2102.4
Okhaldhunga,Paddy,2011,14000,6573,2130,1842.1
Palpa,Paddy,2011,29280,8750,3346,2098.3
Panchthar,Paddy,2011,23000,11500,2000,2457.7
Parbat,Paddy,2011,23023.25,8830,2607,2310.4
Parsa,Paddy,2011,192966,44360,4350,1809.3
Pyuthan,Paddy,2011,18270,6525,2800,1717.5
Ramechhap,Paddy,2011,30199.68,9408,3210,2076.3
Rasuwa,Paddy,2011,3599.04,1304,2760,2084
Rautahat,Paddy,2011,136177.5,40650,3350,1785.8
Rolpa,Paddy,2011,12997,4715,2757,1598
Rukum,Paddy,2011,9617.4,3562,2700,1539.3
Rupandehi,Paddy,2011,301000,70500,4270,1846.3
Salyan,Paddy,2011,22275,6961,3200,1431.3
Sankhuwasabha,Paddy,2011,36600,15812,2315,2809.1
Saptari,Paddy,2011,177000,60000,2950,1631.4
Sarlahi,Paddy,2011,143635,39352,3650,1755.2
Sindhuli,Paddy,2011,19009.5,10265,1852,1876.9
Sindhupalchok,Paddy,2011,28290,12300,2300,2340
Siraha,Paddy,2011,175150,61000,2871,1575.6
Solukhumbu,Paddy,2011,3564,1620,2200,2252.1
Sunsari,Paddy,2011,166000,53550,3100,1845.3
Surkhet,Paddy,2011,54298,14600,3719,1428.4
Syangja,Paddy,2011,58130,17000,3419,2314.1
Tanahu,Paddy,2011,43105,13150,3278,2267.8
Taplejung,Paddy,2011,22167,10477,2116,2791.8
Tehrathum,Paddy,2011,24522.6,10662,2300,2192.3
Udayapur,Paddy,2011,50700,16857,3008,1693.5
Achham,Wheat,2011,25500,16140,1580,1435
Arghakhanchi,Wheat,2011,12478,7340,1700,1853.4
Baglung,Wheat,2011,13102,7042,1861,2051.4
Baitadi,Wheat,2011,23000,11550,1991,1599.9
Bajhang,Wheat,2011,9500,6150,1545,1458.8
Bajura,Wheat,2011,9900,5000,1980,1350.4
Banke,Wheat,2011,53904,17920,3008,1356
Bara,Wheat,2011,92800,29000,3200,1804.8
Bardiya,Wheat,2011,68325,23500,2907,1375.7
Bhaktapur,Wheat,2011,11060,3150,3511,2234.6
Bhojpur,Wheat,2011,4903,2510,1953,1922.5
Chitwan,Wheat,2011,27125,8750,3100,1986.5
Dadeldhura,Wheat,2011,12500,7450,1678,1532.9
Dailekh,Wheat,2011,29870,14650,2039,1377.8
Dang,Wheat,2011,29464,12700,2320,1481
Darchula,Wheat,2011,6500,5300,1226,1605.4
Dhading,Wheat,2011,9600,4800,2000,2055.7
Dhankuta,Wheat,2011,2975,1445,2059,2006.9
Dhanusa,Wheat,2011,90357,38450,2350,1605.8
Dolakha,Wheat,2011,4837,4398,1100,2271.7
Dolpa,Wheat,2011,605,276,2192,1324.2
Doti,Wheat,2011,30210,16150,1871,1548.9
Gorkha,Wheat,2011,7592,4115,1845,1921.8
Gulmi,Wheat,2011,14978,8074,1855,2014.2
Humla,Wheat,2011,875,572,1530,1436.2
Ilam,Wheat,2011,13398,4620,2900,2644.2
Jajarkot,Wheat,2011,15366,11820,1300,1617.3
Jhapa,Wheat,2011,25150,7500,3353,2651.4
Jumla,Wheat,2011,3600,3000,1200,1740.6
Kailali,Wheat,2011,71500,34450,2075,1497.2
Kalikot,Wheat,2011,5748,3465,1659,1448.4
Kanchanpur,Wheat,2011,67540,32255,2094,1450
Kapilbastu,Wheat,2011,89815,29995,2994,1756.4
Kaski,Wheat,2011,14545,7130,2040,2336.7
Kathmandu,Wheat,2011,15903,4742,3354,2195.5
Kavre,Wheat,2011,21478,9950,2159,2186.5
Khotang,Wheat,2011,9575,5545,1727,1777.1
Lalitpur,Wheat,2011,14690,4060,3618,2222.6
Lamjung,Wheat,2011,1375,640,2148,2158.2
Mahottari,Wheat,2011,64820,26785,2420,1647.2
Makwanpur,Wheat,2011,12007,4210,2852,2068.1
Manang,Wheat,2011,645,293,2201,1688.7
Morang,Wheat,2011,40438,16875,2396,2149.4
Mugu,Wheat,2011,2556,1294,1975,1372
Mustang,Wheat,2011,1080,600,1800,1145.2
Myagdi,Wheat,2011,5757,3045,1891,1988.2
Nawalparasi,Wheat,2011,54140,18830,2875,1878.4
Nuwakot,Wheat,2011,15102,5475,2758,2102.4
Okhaldhunga,Wheat,2011,4825,2425,1990,1842.1
Palpa,Wheat,2011,13422,6230,2154,2098.3
Panchthar,Wheat,2011,7580,4000,1895,2457.7
Parbat,Wheat,2011,6665,2915,2286,2310.4
Parsa,Wheat,2011,82600,23600,3500,1809.3
Pyuthan,Wheat,2011,19206,8650,2220,1717.5
Ramechhap,Wheat,2011,8292,4458,1860,2076.3
Rasuwa,Wheat,2011,1645,700,2350,2084
Rautahat,Wheat,2011,41626,15550,2677,1785.8
Rolpa,Wheat,2011,16834,8860,1900,1598
Rukum,Wheat,2011,26190,11800,2219,1539.3
Rupandehi,Wheat,2011,106750,30500,3500,1846.3
Salyan,Wheat,2011,28755,15120,1902,1431.3
Sankhuwasabha,Wheat,2011,2850,1450,1966,2809.1
Saptari,Wheat,2011,45600,18000,2533,1631.4
Sarlahi,Wheat,2011,67200,28000,2400,1755.2
Sindhuli,Wheat,2011,13700,5550,2468,1876.9
Sindhupalchok,Wheat,2011,7010,7010,1000,2340
Siraha,Wheat,2011,29877,15725,1900,1575.6
Solukhumbu,Wheat,2011,7308,3750,1949,2252.1
Sunsari,Wheat,2011,45500,17500,2600,1845.3
Surkhet,Wheat,2011,49500,16255,3045,1428.4
Syangja,Wheat,2011,12150,5800,2095,2314.1
Tanahu,Wheat,2011,3626,1900,1908,2267.8
Taplejung,Wheat,2011,2783,1210,2300,2791.8
Tehrathum,Wheat,2011,5445,2750,1980,2192.3
Udayapur,Wheat,2011,14322,5115,2800,1693.5
Achham,"Maize	 ",2011,10479,6351,1650,1435
Arghakhanchi,"Maize	 ",2011,41150,16500,2494,1853.4
Baglung,"Maize	 ",2011,59044,20341,2903,2051.4
Baitadi,"Maize	 ",2011,29000,14500,2000,1599.9
Bajhang,"Maize	 ",2011,3980,3652,1090,1458.8
Bajura,"Maize	 ",2011,1817,790,2300,1350.4
Banke,"Maize	 ",2011,20085,8547,2350,1356
Bara,"Maize	 ",2011,30750,7500,4100,1804.8
Bardiya,"Maize	 ",2011,10900,5450,2000,1375.7
Bhaktapur,"Maize	 ",2011,7978,1970,4050,2234.6
Bhojpur,"Maize	 ",2011,48600,24790,1960,1922.5
Chitwan,"Maize	 ",2011,30000,10000,3000,1986.5
Dadeldhura,"Maize	 ",2011,6390,3744,1707,1532.9
Dailekh,"Maize	 ",2011,37076,20150,1840,1377.8
Dang,"Maize	 ",2011,54936,25200,2180,1481
Darchula,"Maize	 ",2011,15552.4,5530,2812,1605.4
Dhading,"Maize	 ",2011,26081.04,15342,1700,2055.7
Dhankuta,"Maize	 ",2011,42450,18200,2332,2006.9
Dhanusa,"Maize	 ",2011,6460.8,2019,3200,1605.8
Dolakha,"Maize	 ",2011,12336,8454,1459,2271.7
Dolpa,"Maize	 ",2011,4000,2400,1667,1324.2
Doti,"Maize	 ",2011,4835.5,2445,1978,1548.9
Gorkha,"Maize	 ",2011,39692.1,17028,2331,1921.8
Gulmi,"Maize	 ",2011,55292,24040,2300,2014.2
Humla,"Maize	 ",2011,171.3,112,1529,1436.2
Ilam,"Maize	 ",2011,77500,31480,2462,2644.2
Jajarkot,"Maize	 ",2011,12579,8386,1500,1617.3
Jhapa,"Maize	 ",2011,72460,24600,2946,2651.4
Jumla,"Maize	 ",2011,6750,4500,1500,1740.6
Kailali,"Maize	 ",2011,12000,6000,2000,1497.2
Kalikot,"Maize	 ",2011,5215,2520,2069,1448.4
Kanchanpur,"Maize	 ",2011,11900,5950,2000,1450
Kapilbastu,"Maize	 ",2011,1920,760,2526,1756.4
Kaski,"Maize	 ",2011,32943,14010,2351,2336.7
Kathmandu,"Maize	 ",2011,28496,7124,4000,2195.5
Kavre,"Maize	 ",2011,62937,24300,2590,2186.5
Khotang,"Maize	 ",2011,63908,25000,2556,1777.1
Lalitpur,"Maize	 ",2011,34579,10806,3200,2222.6
Lamjung,"Maize	 ",2011,39591,15900,2490,2158.2
Mahottari,"Maize	 ",2011,6451.5,2435,2649,1647.2
Makwanpur,"Maize	 ",2011,40456,23636,1712,2068.1
Manang,"Maize	 ",2011,425,175,2429,1688.7
Morang,"Maize	 ",2011,45300,15100,3000,2149.4
Mugu,"Maize	 ",2011,959,610,1572,1372
Mustang,"Maize	 ",2011,810,525,1543,1145.2
Myagdi,"Maize	 ",2011,34151,11115,3073,1988.2
Nawalparasi,"Maize	 ",2011,26000,8400,3095,1878.4
Nuwakot,"Maize	 ",2011,56811,19590,2900,2102.4
Okhaldhunga,"Maize	 ",2011,27760,12400,2239,1842.1
Palpa,"Maize	 ",2011,43070,20210,2131,2098.3
Panchthar,"Maize	 ",2011,21760,12800,1700,2457.7
Parbat,"Maize	 ",2011,28762,14000,2054,2310.4
Parsa,"Maize	 ",2011,16288,4072,4000,1809.3
Pyuthan,"Maize	 ",2011,20390,12058,1691,1717.5
Ramechhap,"Maize	 ",2011,50102,20041,2500,2076.3
Rasuwa,"Maize	 ",2011,4700.52,2374,1980,2084
Rautahat,"Maize	 ",2011,5292,1680,3150,1785.8
Rolpa,"Maize	 ",2011,25302,11667,2169,1598
Rukum,"Maize	 ",2011,30213,16785,1800,1539.3
Rupandehi,"Maize	 ",2011,6900,2300,3000,1846.3
Salyan,"Maize	 ",2011,27803,11588,2399,1431.3
Sankhuwasabha,"Maize	 ",2011,22193.5,13055,1700,2809.1
Saptari,"Maize	 ",2011,8000,4000,2000,1631.4
Sarlahi,"Maize	 ",2011,17062.5,10050,1698,1755.2
Sindhuli,"Maize	 ",2011,40170,15450,2600,1876.9
Sindhupalchok,"Maize	 ",2011,57078.25,24925,2290,2340
Siraha,"Maize	 ",2011,6820,3100,2200,1575.6
Solukhumbu,"Maize	 ",2011,32388,12955,2500,2252.1
Sunsari,"Maize	 ",2011,21966,7845,2800,1845.3
Surkhet,"Maize	 ",2011,45692,16100,2838,1428.4
Syangja,"Maize	 ",2011,92750,26500,3500,2314.1
Tanahu,"Maize	 ",2011,63970,22150,2888,2267.8
Taplejung,"Maize	 ",2011,38116,16075,2371,2791.8
Tehrathum,"Maize	 ",2011,25935,12350,2100,2192.3
Udayapur,"Maize	 ",2011,34913.5,16880,2068,1693.5
Achham,"Millet	 ",2011,3310,3412,970,1435
Arghakhanchi,"Millet	 ",2011,608,507,1199,1853.4
Baglung,"Millet	 ",2011,22386,18655,1200,2051.4
Baitadi,"Millet	 ",2011,700,500,1400,1599.9
Bajhang,"Millet	 ",2011,2057,2286,900,1458.8
Bajura,"Millet	 ",2011,2871,2610,1100,1350.4
Banke,"Millet	 ",2011,0,0,0,1356
Bara,"Millet	 ",2011,98.56,77,1280,1804.8
Bardiya,"Millet	 ",2011,0,0,0,1375.7
Bhaktapur,"Millet	 ",2011,140,100,1400,2234.6
Bhojpur,"Millet	 ",2011,4954.5,5505,900,1922.5
Chitwan,"Millet	 ",2011,1750,1750,1000,1986.5
Dadeldhura,"Millet	 ",2011,260,320,813,1532.9
Dailekh,"Millet	 ",2011,2518,2422,1040,1377.8
Dang,"Millet	 ",2011,100,100,1000,1481
Darchula,"Millet	 ",2011,1310,1310,1000,1605.4
Dhading,"Millet	 ",2011,6930,6930,1000,2055.7
Dhankuta,"Millet	 ",2011,7810,7810,1000,2006.9
Dhanusa,"Millet	 ",2011,300,300,1000,1605.8
Dolakha,"Millet	 ",2011,4630.6,3562,1300,2271.7
Dolpa,"Millet	 ",2011,487.5,325,1500,1324.2
Doti,"Millet	 ",2011,5825,5825,1000,1548.9
Gorkha,"Millet	 ",2011,11605,11605,1000,1921.8
Gulmi,"Millet	 ",2011,2863.5,2922,980,2014.2
Humla,"Millet	 ",2011,1216,1280,950,1436.2
Ilam,"Millet	 ",2011,3000,3000,1000,2644.2
Jajarkot,"Millet	 ",2011,3708,2060,1800,1617.3
Jhapa,"Millet	 ",2011,2160,1800,1200,2651.4
Jumla,"Millet	 ",2011,3700,3700,1000,1740.6
Kailali,"Millet	 ",2011,450,400,1125,1497.2
Kalikot,"Millet	 ",2011,3700,3700,1000,1448.4
Kanchanpur,"Millet	 ",2011,0,0,0,1450
Kapilbastu,"Millet	 ",2011,0,0,0,1756.4
Kaski,"Millet	 ",2011,17700,15110,1171,2336.7
Kathmandu,"Millet	 ",2011,852,852,1000,2195.5
Kavre,"Millet	 ",2011,3850,3500,1100,2186.5
Khotang,"Millet	 ",2011,23940,21375,1120,1777.1
Lalitpur,"Millet	 ",2011,690,575,1200,2222.6
Lamjung,"Millet	 ",2011,9898,7919,1250,2158.2
Mahottari,"Millet	 ",2011,215,215,1000,1647.2
Makwanpur,"Millet	 ",2011,3254,2660,1223,2068.1
Manang,"Millet	 ",2011,0,0,0,1688.7
Morang,"Millet	 ",2011,1812,1510,1200,2149.4
Mugu,"Millet	 ",2011,1315,4500,292,1372
Mustang,"Millet	 ",2011,0,0,0,1145.2
Myagdi,"Millet	 ",2011,3386,3048,1111,1988.2
Nawalparasi,"Millet	 ",2011,495,450,1100,1878.4
Nuwakot,"Millet	 ",2011,10681.2,5805,1840,2102.4
Okhaldhunga,"Millet	 ",2011,11840.8,7790,1520,1842.1
Palpa,"Millet	 ",2011,2590,2540,1020,2098.3
Panchthar,"Millet	 ",2011,9350,5000,1870,2457.7
Parbat,"Millet	 ",2011,8049,8845,910,2310.4
Parsa,"Millet	 ",2011,75.44,82,920,1809.3
Pyuthan,"Millet	 ",2011,2000,1985,1008,1717.5
Ramechhap,"Millet	 ",2011,6068.4,5057,1200,2076.3
Rasuwa,"Millet	 ",2011,901.6,980,920,2084
Rautahat,"Millet	 ",2011,51,60,850,1785.8
Rolpa,"Millet	 ",2011,1059,1059,1000,1598
Rukum,"Millet	 ",2011,912,960,950,1539.3
Rupandehi,"Millet	 ",2011,0,0,0,1846.3
Salyan,"Millet	 ",2011,2320,1780,1303,1431.3
Sankhuwasabha,"Millet	 ",2011,9975,9975,1000,2809.1
Saptari,"Millet	 ",2011,375,250,1500,1631.4
Sarlahi,"Millet	 ",2011,1000,1000,1000,1755.2
Sindhuli,"Millet	 ",2011,10449,11610,900,1876.9
Sindhupalchok,"Millet	 ",2011,21263,19330,1100,2340
Siraha,"Millet	 ",2011,600,600,1000,1575.6
Solukhumbu,"Millet	 ",2011,2940,2100,1400,2252.1
Sunsari,"Millet	 ",2011,744,800,930,1845.3
Surkhet,"Millet	 ",2011,2800,2095,1337,1428.4
Syangja,"Millet	 ",2011,19325,16805,1150,2314.1
Tanahu,"Millet	 ",2011,6710,6710,1000,2267.8
Taplejung,"Millet	 ",2011,3508,3050,1150,2791.8
Tehrathum,"Millet	 ",2011,3061,2700,1134,2192.3
Udayapur,"Millet	 ",2011,4377.5,2575,1700,1693.5
Achham,"Barley	 ",2011,250,510,490,1435
Arghakhanchi,"Barley	 ",2011,570,475,1200,1853.4
Baglung,"Barley	 ",2011,1265,1006,1257,2051.4
Baitadi,"Barley	 ",2011,600,550,1091,1599.9
Bajhang,"Barley	 ",2011,1550,1500,1033,1458.8
Bajura,"Barley	 ",2011,1700,1000,1700,1350.4
Banke,"Barley	 ",2011,10,10,1000,1356
Bara,"Barley	 ",2011,64,72,889,1804.8
Bardiya,"Barley	 ",2011,10,10,1000,1375.7
Bhaktapur,"Barley	 ",2011,55,50,1100,2234.6
Bhojpur,"Barley	 ",2011,25,25,1000,1922.5
Chitwan,"Barley	 ",2011,61,61,1000,1986.5
Dadeldhura,"Barley	 ",2011,225,220,1023,1532.9
Dailekh,"Barley	 ",2011,285,190,1500,1377.8
Dang,"Barley	 ",2011,45,50,900,1481
Darchula,"Barley	 ",2011,1250,1200,1042,1605.4
Dhading,"Barley	 ",2011,350,350,1000,2055.7
Dhankuta,"Barley	 ",2011,10,10,1000,2006.9
Dhanusa,"Barley	 ",2011,1,1,1000,1605.8
Dolakha,"Barley	 ",2011,230,219,1050,2271.7
Dolpa,"Barley	 ",2011,4000,2400,1667,1324.2
Doti,"Barley	 ",2011,250,245,1020,1548.9
Gorkha,"Barley	 ",2011,100,100,1000,1921.8
Gulmi,"Barley	 ",2011,555,370,1500,2014.2
Humla,"Barley	 ",2011,171.3,112,1529,1436.2
Ilam,"Barley	 ",2011,55,55,1000,2644.2
Jajarkot,"Barley	 ",2011,560,700,800,1617.3
Jhapa,"Barley	 ",2011,6,8,750,2651.4
Jumla,"Barley	 ",2011,6750,4500,1500,1740.6
Kailali,"Barley	 ",2011,650,550,1182,1497.2
Kalikot,"Barley	 ",2011,5215,2520,2069,1448.4
Kanchanpur,"Barley	 ",2011,10,10,1000,1450
Kapilbastu,"Barley	 ",2011,380,200,1900,1756.4
Kaski,"Barley	 ",2011,121,138,877,2336.7
Kathmandu,"Barley	 ",2011,7,7,1000,2195.5
Kavre,"Barley	 ",2011,825,750,1100,2186.5
Khotang,"Barley	 ",2011,435,470,926,1777.1
Lalitpur,"Barley	 ",2011,70,70,1000,2222.6
Lamjung,"Barley	 ",2011,28,28,1000,2158.2
Mahottari,"Barley	 ",2011,10,10,1000,1647.2
Makwanpur,"Barley	 ",2011,26,20,1300,2068.1
Manang,"Barley	 ",2011,200,100,2000,1688.7
Morang,"Barley	 ",2011,0,0,0,2149.4
Mugu,"Barley	 ",2011,959,610,1572,1372
Mustang,"Barley	 ",2011,500,270,1852,1145.2
Myagdi,"Barley	 ",2011,359,360,997,1988.2
Nawalparasi,"Barley	 ",2011,180,90,2000,1878.4
Nuwakot,"Barley	 ",2011,200,200,1000,2102.4
Okhaldhunga,"Barley	 ",2011,100,100,1000,1842.1
Palpa,"Barley	 ",2011,39,28,1393,2098.3
Panchthar,"Barley	 ",2011,593,494,1200,2457.7
Parbat,"Barley	 ",2011,105,118,890,2310.4
Parsa,"Barley	 ",2011,48,40,1200,1809.3
Pyuthan,"Barley	 ",2011,785,510,1539,1717.5
Ramechhap,"Barley	 ",2011,110,170,647,2076.3
Rasuwa,"Barley	 ",2011,398,300,1327,2084
Rautahat,"Barley	 ",2011,5,5,1000,1785.8
Rolpa,"Barley	 ",2011,920,736,1250,1598
Rukum,"Barley	 ",2011,1480,925,1600,1539.3
Rupandehi,"Barley	 ",2011,30,100,300,1846.3
Salyan,"Barley	 ",2011,1410,1270,1110,1431.3
Sankhuwasabha,"Barley	 ",2011,26,35,743,2809.1
Saptari,"Barley	 ",2011,0,0,0,1631.4
Sarlahi,"Barley	 ",2011,50,300,167,1755.2
Sindhuli,"Barley	 ",2011,65,56,1161,1876.9
Sindhupalchok,"Barley	 ",2011,210,210,1000,2340
Siraha,"Barley	 ",2011,0,0,0,1575.6
Solukhumbu,"Barley	 ",2011,200,200,1000,2252.1
Sunsari,"Barley	 ",2011,0,0,0,1845.3
Surkhet,"Barley	 ",2011,1360,1030,1320,1428.4
Syangja,"Barley	 ",2011,8,9,889,2314.1
Tanahu,"Barley	 ",2011,6,6,1000,2267.8
Taplejung,"Barley	 ",2011,280,240,1167,2791.8
Tehrathum,"Barley	 ",2011,67,75,893,2192.3
Udayapur,"Barley	 ",2011,37,39,949,1693.5
Achham,Buckwheat,2011,0,0,0,1435
Arghakhanchi,Buckwheat,2011,292,325,898.46,1853.4
Baglung,Buckwheat,2011,110,110,1000,2051.4
Baitadi,Buckwheat,2011,0,0,0,1599.9
Bajhang,Buckwheat,2011,3.6,7,514.29,1458.8
Bajura,Buckwheat,2011,11.2,7,1600,1350.4
Banke,Buckwheat,2011,0,0,0,1356
Bara,Buckwheat,2011,0,0,0,1804.8
Bardiya,Buckwheat,2011,0,0,0,1375.7
Bhaktapur,Buckwheat,2011,0,0,0,2234.6
Bhojpur,Buckwheat,2011,12.5,17.5,714.29,1922.5
Chitwan,Buckwheat,2011,0,0,0,1986.5
Dadeldhura,Buckwheat,2011,0,0,0,1532.9
Dailekh,Buckwheat,2011,19.95,28.5,700,1377.8
Dang,Buckwheat,2011,0,0,0,1481
Darchula,Buckwheat,2011,85,100,850,1605.4
Dhading,Buckwheat,2011,0,0,0,2055.7
Dhankuta,Buckwheat,2011,0,0,0,2006.9
Dhanusa,Buckwheat,2011,0,0,0,1605.8
Dolakha,Buckwheat,2011,400.5,445,900,2271.7
Dolpa,Buckwheat,2011,350,350,1000,1324.2
Doti,Buckwheat,2011,7.5,5,1500,1548.9
Gorkha,Buckwheat,2011,390,390,1000,1921.8
Gulmi,Buckwheat,2011,325,205,1585.37,2014.2
Humla,Buckwheat,2011,603,670,900,1436.2
Ilam,Buckwheat,2011,20,28,714.29,2644.2
Jajarkot,Buckwheat,2011,26.4,24,1100,1617.3
Jhapa,Buckwheat,2011,1300,1300,1000,2651.4
Jumla,Buckwheat,2011,65,85,764.71,1740.6
Kailali,Buckwheat,2011,25,25,1000,1497.2
Kalikot,Buckwheat,2011,65,85,764.71,1448.4
Kanchanpur,Buckwheat,2011,0,0,0,1450
Kapilbastu,Buckwheat,2011,0,0,0,1756.4
Kaski,Buckwheat,2011,14,18,777.78,2336.7
Kathmandu,Buckwheat,2011,0,0,0,2195.5
Kavre,Buckwheat,2011,915,750,1220,2186.5
Khotang,Buckwheat,2011,432,720,600,1777.1
Lalitpur,Buckwheat,2011,30,50,600,2222.6
Lamjung,Buckwheat,2011,16,19,842.11,2158.2
Mahottari,Buckwheat,2011,0,0,0,1647.2
Makwanpur,Buckwheat,2011,159,150,1060,2068.1
Manang,Buckwheat,2011,437,205,2131.71,1688.7
Morang,Buckwheat,2011,62,65,953.85,2149.4
Mugu,Buckwheat,2011,495,495,1000,1372
Mustang,Buckwheat,2011,955,575,1660.87,1145.2
Myagdi,Buckwheat,2011,50,52,961.54,1988.2
Nawalparasi,Buckwheat,2011,135,220,613.64,1878.4
Nuwakot,Buckwheat,2011,60,60,1000,2102.4
Okhaldhunga,Buckwheat,2011,65.25,75,870,1842.1
Palpa,Buckwheat,2011,422,450,937.78,2098.3
Panchthar,Buckwheat,2011,42,60,700,2457.7
Parbat,Buckwheat,2011,33,35,942.86,2310.4
Parsa,Buckwheat,2011,0,0,0,1809.3
Pyuthan,Buckwheat,2011,10.5,13,807.69,1717.5
Ramechhap,Buckwheat,2011,19,19,1000,2076.3
Rasuwa,Buckwheat,2011,0,0,0,2084
Rautahat,Buckwheat,2011,0,0,0,1785.8
Rolpa,Buckwheat,2011,65,122,532.79,1598
Rukum,Buckwheat,2011,0,0,0,1539.3
Rupandehi,Buckwheat,2011,0,0,0,1846.3
Salyan,Buckwheat,2011,80,75,1066.67,1431.3
Sankhuwasabha,Buckwheat,2011,11,20,550,2809.1
Saptari,Buckwheat,2011,0,0,0,1631.4
Sarlahi,Buckwheat,2011,0,0,0,1755.2
Sindhuli,Buckwheat,2011,267.5,535,500,1876.9
Sindhupalchok,Buckwheat,2011,11.25,25,450,2340
Siraha,Buckwheat,2011,0,0,0,1575.6
Solukhumbu,Buckwheat,2011,224,320,700,2252.1
Sunsari,Buckwheat,2011,372,400,930,1845.3
Surkhet,Buckwheat,2011,0,0,0,1428.4
Syangja,Buckwheat,2011,130,205,634.15,2314.1
Tanahu,Buckwheat,2011,184,191,963.35,2267.8
Taplejung,Buckwheat,2011,170,155,1096.77,2791.8
Tehrathum,Buckwheat,2011,26,35,742.86,2192.3
Udayapur,Buckwheat,2011,17.1,18,950,1693.5
Achham,Paddy,2012,31138,12569,2477,1635
Arghakhanchi,Paddy,2012,25437,8672,2933,1973.3
Baglung,Paddy,2012,18316,5934,3087,2324.8
Baitadi,Paddy,2012,14280,6500,2197,1829.5
Bajhang,Paddy,2012,20528,7006,2930,1651.8
Bajura,Paddy,2012,7613,3310,2300,1506.7
Banke,Paddy,2012,109226,33675,3244,1452.5
Bara,Paddy,2012,231880,53400,4342,1848.5
Bardiya,Paddy,2012,159575,45000,3546,1540.2
Bhaktapur,Paddy,2012,25653,4348,5900,2292.2
Bhojpur,Paddy,2012,44299,16150,2743,1997.2
Chitwan,Paddy,2012,94800,28625,3312,2080.5
Dadeldhura,Paddy,2012,16414,6221,2638,1756.7
Dailekh,Paddy,2012,25953,8507,3051,1559.3
Dang,Paddy,2012,157384,37500,4197,1600.1
Darchula,Paddy,2012,11027,4480,2461,1826.8
Dhading,Paddy,2012,33349,12262,2720,2282.8
Dhankuta,Paddy,2012,18859,8495,2220,2060.8
Dhanusa,Paddy,2012,125054,45790,2731,1598.1
Dolakha,Paddy,2012,5625,3150,1786,2325.7
Dolpa,Paddy,2012,570,276,2065,1519.2
Doti,Paddy,2012,22844,11715,1950,1773.2
Gorkha,Paddy,2012,37555,12661,2966,2193.4
Gulmi,Paddy,2012,22312,10408,2144,2211.2
Humla,Paddy,2012,915,575,1591,1571.2
Ilam,Paddy,2012,45185,14815,3050,2644.5
Jajarkot,Paddy,2012,10403,3737,2784,1833.9
Jhapa,Paddy,2012,320790,86700,3700,2613.5
Jumla,Paddy,2012,6490,2950,2200,1949.1
Kailali,Paddy,2012,185980,64400,2888,1706
Kalikot,Paddy,2012,6240,3062,2038,1616
Kanchanpur,Paddy,2012,138630,44500,3115,1680.4
Kapilbastu,Paddy,2012,205118,71000,2889,1739.4
Kaski,Paddy,2012,78256,21500,3640,2671.9
Kathmandu,Paddy,2012,48500,7950,6101,2294.5
Kavre,Paddy,2012,36350,10310,3526,2163.5
Khotang,Paddy,2012,30248,15200,1990,1836
Lalitpur,Paddy,2012,25272,4680,5400,2222.1
Lamjung,Paddy,2012,42115,16153,2607,2466.4
Mahottari,Paddy,2012,83584,28160,2968,1614.8
Makwanpur,Paddy,2012,36663,11110,3300,2122.5
Manang,Paddy,2012,0,0,0,1941.8
Morang,Paddy,2012,259289,82840,3130,2136
Mugu,Paddy,2012,2700,1394,1937,1543.8
Mustang,Paddy,2012,0,0,0,1297.3
Myagdi,Paddy,2012,12060,3895,3096,2293.5
Nawalparasi,Paddy,2012,179110,45690,3920,1899.5
Nuwakot,Paddy,2012,57500,14650,3925,2278.1
Okhaldhunga,Paddy,2012,14361,6244,2300,1888.1
Palpa,Paddy,2012,32292,9566,3376,2247.5
Panchthar,Paddy,2012,22600,11300,2000,2485.8
Parbat,Paddy,2012,26281,8830,2976,2572.9
Parsa,Paddy,2012,164360,44360,3705,1871
Pyuthan,Paddy,2012,18950,6410,2956,1913.8
Ramechhap,Paddy,2012,26530,9408,2820,2105.4
Rasuwa,Paddy,2012,2982,1304,2287,2298.1
Rautahat,Paddy,2012,67575,30125,2243,1785.8
Rolpa,Paddy,2012,11787,4715,2500,1857.4
Rukum,Paddy,2012,10330,3562,2900,1788.2
Rupandehi,Paddy,2012,319695,70000,4567,1873.2
Salyan,Paddy,2012,23294,6950,3352,1620.3
Sankhuwasabha,Paddy,2012,23701,15801,1500,2933.7
Saptari,Paddy,2012,60388,30219,1998,1630.9
Sarlahi,Paddy,2012,92905,38400,2419,1732
Sindhuli,Paddy,2012,34910,11265,3099,1869.9
Sindhupalchok,Paddy,2012,26486,12220,2167,2441
Siraha,Paddy,2012,53814,31175,1726,1584.8
